a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
1	16	s11	s6	1372624	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000011	0.000003	0.000002	0.000006	0.000002	0.000002	0.000001	0.000002	0.000002	0.000011	0.000001	-1812320.866994	54	-1812321.763621	0.993942	4.786729e-01,1.746165e-01,2.160927e-02,1.559950e-01,1.033661e-01,1.968650e-02,2.099486e-02,1.892207e-02,6.136836e-03	0.412167	0.250996	0.031527	-2101540.501975	6
1	17	s11	s7	1373160	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	-1787381.106247	82	-1787381.277155	0.994330	4.883473e-01,1.660083e-01,2.047507e-02,1.568001e-01,1.042529e-01,1.800570e-02,2.140875e-02,1.896795e-02,5.733884e-03	0.401752	0.259551	0.036047	-2080414.006078	6
1	18	s11	s8	1372699	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000	0.000005	0.000000	0.000000	0.000001	0.000000	0.000001	0.000010	-0.000000	-1791889.379176	66	-1791889.749169	0.993996	4.978153e-01,1.550805e-01,2.199172e-02,1.565549e-01,1.031460e-01,1.932896e-02,2.102393e-02,1.894764e-02,6.111045e-03	0.417037	0.262506	0.030770	-2072629.234962	6
1	19	s11	s9	1372926	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000082	0.000001	0.000001	0.000041	0.000001	0.000001	0.000080	0.000001	0.000081	0.000082	0.000000	-1791315.407739	110	-1791316.078986	0.994161	4.950193e-01,1.593571e-01,2.051336e-02,1.530631e-01,1.064460e-01,1.953682e-02,2.041487e-02,1.935058e-02,6.298875e-03	0.384498	0.271383	0.043583	-2075947.983387	6
2	3	s12	s13	1372751	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000017	0.000003	0.000004	0.000010	0.000003	0.000003	0.000014	0.000003	0.000017	0.000017	-0.000000	-1803957.157530	54	-1803958.102015	0.994034	4.881020e-01,1.579229e-01,2.148021e-02,1.635836e-01,1.054261e-01,1.929545e-02,2.046284e-02,1.805189e-02,5.675074e-03	0.397843	0.263041	0.037809	-2081574.832853	6
2	4	s12	s14	1372802	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	-1818223.300457	42	-1818223.758216	0.994071	4.605485e-01,1.860467e-01,2.090745e-02,1.653374e-01,1.047762e-01,1.819494e-02,2.074532e-02,1.804734e-02,5.396056e-03	0.397540	0.244075	0.035954	-2114742.628475	6
2	5	s12	s15	1373565	0.547239	0.197482	0.255278	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.354020	0.000000	0.000001	0.177010	0.000000	0.000001	0.255278	0.000000	0.255278	0.354020	-0.000000	-1744538.731495	158	-1	0.994623	5.370889e-01,1.203838e-01,9.970791e-03,1.032879e-01,1.671956e-01,1.779744e-02,9.602853e-03,1.749797e-02,1.717471e-02	0.117070	0.600255	0.215803	-1960896.652498	6
2	6	s12	s16	1372851	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000011	0.000001	0.000004	0.000006	0.000001	0.000001	0.000004	0.000001	0.000005	0.000012	-0.000001	-1804609.251851	54	-1804609.955733	0.994106	4.899966e-01,1.547258e-01,2.280761e-02,1.639318e-01,1.043370e-01,1.999534e-02,2.086168e-02,1.765638e-02,5.687748e-03	0.418541	0.260856	0.030087	-2083632.741872	6
2	7	s12	s17	1373109	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000002	0.000002	0.000004	0.000002	0.000002	0.000000	0.000002	0.000002	0.000006	0.000000	-1816287.066968	46	-1816287.963518	0.994293	4.633014e-01,1.841446e-01,2.008743e-02,1.660929e-01,1.042037e-01,1.795263e-02,2.059050e-02,1.850366e-02,5.123157e-03	0.390369	0.243825	0.038393	-2108217.366732	6
2	8	s12	s18	1372712	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	-1818999.099520	46	-1818999.523299	0.994006	4.689442e-01,1.771182e-01,2.146858e-02,1.649269e-01,1.041448e-01,1.919279e-02,2.046085e-02,1.815832e-02,5.585497e-03	0.402607	0.247184	0.034518	-2108445.538732	6
