a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
2	4	1395	0.986527	0.000000	0.013472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013473	0.000000	0.000000	0.006737	0.000000	0.000000	0.013472	0.000000	0.013473	0.013473	0.000000	-2060.593135	102	-1	0.209302	2.618692e-01,2.377709e-01,3.654631e-10,1.769948e-01,3.233650e-01,7.974264e-09,4.957527e-09,3.815576e-09,1.715704e-08	0.000000	0.779633	0.304631	-2129.552336	22
2	5	1307	0.959470	0.000004	0.040526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040528	0.000000	0.000000	0.020264	0.000000	0.000000	0.040526	0.000000	0.040526	0.040528	-0.000000	-1853.202041	106	-1	0.196099	3.381445e-01,1.971757e-01,2.861249e-08,1.742298e-01,2.904479e-01,1.119316e-11,6.974798e-08,2.037970e-06,1.684573e-08	0.000000	0.782019	0.304995	-1962.424979	23
2	6	1343	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000000	0.000002	0.000002	0.000002	0.000000	-1915.624073	58	-1915.624896	0.201500	2.703157e-01,2.475591e-01,6.210961e-09,2.379740e-01,2.441509e-01,7.215559e-08,3.657780e-08,2.291990e-07,1.874305e-09	0.000000	0.502851	0.250711	-2001.628827	22
2	7	1447	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000011	0.000000	0.000000	0.000005	0.000000	0.000000	0.000010	0.000000	0.000010	0.000011	-0.000000	-2199.030537	74	-2199.030909	0.217104	2.858794e-01,1.978692e-01,5.781743e-09,2.373460e-01,2.789046e-01,5.790564e-08,4.681945e-07,3.028161e-07,6.630390e-08	0.000002	0.640842	0.280863	-2305.896078	26
2	8	1363	0.907148	0.000000	0.092852	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092852	0.000000	0.000000	0.046426	0.000000	0.000000	0.092852	0.000000	0.092852	0.092852	-0.000000	-1969.975480	94	-1	0.204501	2.908091e-01,2.112896e-01,8.271457e-08,1.536574e-01,3.442430e-01,1.030488e-07,5.690492e-07,9.097837e-10,7.350403e-08	0.000002	0.943267	0.326781	-2056.553464	22
2	9	1227	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000028	0.000000	0.000000	0.000014	0.000000	0.000000	0.000028	0.000000	0.000028	0.000029	-0.000000	-1751.693319	82	-1751.693977	0.184096	2.977651e-01,2.225193e-01,3.597886e-07,1.979531e-01,2.817588e-01,3.959920e-08,1.523468e-07,2.381491e-09,3.106609e-06	0.000002	0.670100	0.286342	-1843.381979	34
2	10	1461	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000038	0.000000	0.000000	0.000019	0.000000	0.000000	0.000038	0.000000	0.000038	0.000038	-0.000000	-2159.263250	99	-2159.264303	0.219205	2.506298e-01,2.600652e-01,3.039115e-10,1.699050e-01,3.193998e-01,1.115461e-08,1.908749e-07,1.961231e-08,6.745046e-09	0.000001	0.742841	0.298848	-2211.778656	26
2	11	1364	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000043	0.000000	0.000000	0.000022	0.000000	0.000000	0.000041	0.000000	0.000041	0.000043	0.000000	-1930.099228	98	-1930.100086	0.204651	3.165540e-01,1.653629e-01,5.333919e-08,2.265803e-01,2.915016e-01,2.003485e-07,1.078491e-08,2.752242e-07,5.788588e-07	0.000000	0.743733	0.298992	-2049.704930	22
2	12	1327	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001013	0.000000	0.000000	0.000507	0.000000	0.000000	0.001013	0.000000	0.001013	0.001013	-0.000000	-1926.288222	150	-1926.288807	0.199100	2.768078e-01,2.114623e-01,6.817730e-08,1.868953e-01,3.248344e-01,4.291504e-09,3.359317e-08,2.398195e-08,4.909806e-08	0.000000	0.815434	0.309948	-2037.675458	22
2	13	1532	0.887793	0.000003	0.112201	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	0.112205	0.000002	0.000001	0.056103	0.000001	0.000001	0.112201	0.000001	0.112202	0.112205	-0.000000	-2185.264066	59	-1	0.229857	3.215410e-01,1.795568e-01,1.454838e-07,1.721234e-01,3.267745e-01,6.936905e-07,2.536778e-06,7.320283e-07,1.618351e-07	0.000008	0.929170	0.325069	-2257.875313	19
