a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
1	3	1372605	0.921467	0.037936	0.040597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059565	0.000000	0.000000	0.029783	0.000000	0.000000	0.040597	0.000000	0.040598	0.059565	-0.000000	-1792640.237256	98	-1	0.993928	5.080889e-01,1.483353e-01,1.845357e-02,1.460013e-01,1.122350e-01,2.081615e-02,1.805635e-02,2.087410e-02,7.139435e-03	0.325299	0.301272	0.069965	-2055827.968064	6
1	4	1372659	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000006	0.000002	0.000003	0.000002	0.000002	0.000000	0.000002	0.000002	0.000006	0.000002	-1809411.942962	66	-1809412.767124	0.993967	4.694378e-01,1.848153e-01,2.062293e-02,1.557703e-01,1.049576e-01,1.833471e-02,2.145382e-02,1.909921e-02,5.508348e-03	0.400893	0.249842	0.035385	-2107148.393195	6
1	5	1372636	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000012	0.000003	0.000004	0.000003	0.000003	0.000000	0.000003	0.000003	0.000009	0.000005	-1818591.902658	54	-1818593.046883	0.993951	4.725470e-01,1.814613e-01,2.084672e-02,1.564955e-01,1.045825e-01,1.799247e-02,2.084798e-02,1.920655e-02,6.020006e-03	0.398678	0.250887	0.036270	-2103352.413716	6
1	6	1372596	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000023	0.000002	0.000002	0.000012	0.000002	0.000002	0.000012	0.000002	0.000014	0.000023	-0.000000	-1795430.080468	94	-1795430.767768	0.993922	4.975239e-01,1.548927e-01,2.249799e-02,1.561834e-01,1.029278e-01,1.992529e-02,2.108094e-02,1.894174e-02,6.026303e-03	0.423393	0.261555	0.028373	-2075583.185243	6
1	7	1372877	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000005	0.000002	0.000002	0.000001	0.000001	0.000000	0.000001	0.000001	0.000005	0.000002	-1807139.530707	70	-1807140.192197	0.994125	4.713464e-01,1.839107e-01,1.962471e-02,1.576971e-01,1.032619e-01,1.805865e-02,2.096564e-02,1.964236e-02,5.492475e-03	0.393082	0.245921	0.037692	-2100599.029046	6
1	8	1372593	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000002	0.000002	0.000006	0.000002	0.000002	0.000000	0.000002	0.000002	0.000010	0.000000	-1809963.325151	58	-1809964.032211	0.993920	4.793869e-01,1.746893e-01,2.080827e-02,1.539693e-01,1.057171e-01,1.935919e-02,2.097314e-02,1.903135e-02,6.065500e-03	0.395219	0.258584	0.038297	-2098453.779880	6
1	9	1372571	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000005	0.000005	0.000007	0.000005	0.000005	0.000000	0.000005	0.000005	0.000009	0.000000	-1782718.820085	47	-1782719.985342	0.993904	4.887690e-01,1.652419e-01,2.080441e-02,1.573731e-01,1.037907e-01,1.790938e-02,2.147750e-02,1.925944e-02,5.374535e-03	0.407377	0.258144	0.033888	-2078378.049096	6
1	10	1372973	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000002	0.000002	0.000004	0.000002	0.000002	0.000000	0.000002	0.000002	0.000006	0.000000	-1810457.304202	50	-1810457.962769	0.994195	4.758174e-01,1.770365e-01,2.199779e-02,1.566884e-01,1.030381e-01,1.933584e-02,2.102693e-02,1.907270e-02,5.986327e-03	0.417561	0.248190	0.029381	-2106000.510690	6
1	11	1374696	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000004	-2052510.442409	67	-2052511.770901	0.995442	2.509032e-01,4.239643e-01,1.295450e-05,5.971934e-02,2.192223e-01,1.068077e-04,3.536643e-03,4.215522e-02,3.792952e-04	0.016192	0.414021	0.219956	-1875617.770273	7
1	12	1372742	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000118	0.000002	0.000002	0.000060	0.000002	0.000002	0.000108	0.000002	0.000110	0.000118	-0.000000	-1789885.272692	70	-1789886.307062	0.994027	4.988440e-01,1.548516e-01,2.116279e-02,1.558373e-01,1.037001e-01,1.952440e-02,2.074202e-02,1.911924e-02,6.218579e-03	0.404096	0.265057	0.035727	-2069780.796353	6
1	13	1372870	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000027	0.000002	0.000002	0.000015	0.000002	0.000002	0.000022	0.000002	0.000025	0.000027	0.000000	-1784932.385052	54	-1784933.189022	0.994120	4.963153e-01,1.576924e-01,2.085418e-02,1.560680e-01,1.040747e-01,1.892517e-02,2.113540e-02,1.910782e-02,5.827055e-03	0.403456	0.264295	0.035889	-2071159.935556	6
